geneID,baseMean,mean_broth,mean_plate,log2FC_shrunk,log2FoldChange,lfcSE,stat,pvalue,padj,eggNOG_OGs,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
J2S48_RS21045,2238.179862,3445.066372,427.8500985,-2.888835661,-3.010217657,0.464317576,-6.483100815,8.99E-11,1.45E-09,"COG0667@1|root,COG0667@2|Bacteria,2GJ6R@201174|Actinobacteria,4F57G@85017|Promicromonosporaceae",C,Aldo/keto reductase family,-,-,-,-,-,-,-,-,-,-,-,-,Aldo_ket_red
J2S48_RS25370,9249.333499,14145.40093,1905.232358,-2.77582943,-2.891930165,0.446818895,-6.472264706,9.65E-11,1.55E-09,"COG1012@1|root,COG2030@1|root,COG1012@2|Bacteria,COG2030@2|Bacteria,2GMEG@201174|Actinobacteria,4E1I4@85010|Pseudonocardiales",CI,TIGRFAM phenylacetic acid degradation protein paaN,paaN,-,"1.2.1.91,3.3.2.12",ko:K02618,"ko00360,ko01120,map00360,map01120",-,"R09820,R09836","RC00080,RC02667","ko00000,ko00001,ko01000",-,-,-,"Aldedh,MaoC_dehydratas"
J2S48_RS25005,4931.134849,1116.545151,10653.0194,3.121026441,3.254051672,0.503477528,6.463151767,1.03E-10,1.64E-09,"COG0764@1|root,COG0764@2|Bacteria",I,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS12885,6935.489581,10132.79399,2139.532969,-2.165942919,-2.243777172,0.347482215,-6.457243202,1.07E-10,1.69E-09,"COG0542@1|root,COG0542@2|Bacteria,2GJ73@201174|Actinobacteria,4F3BM@85017|Promicromonosporaceae",O,"Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE",clpB,-,-,"ko:K03695,ko:K03696","ko01100,ko04213,map01100,map04213",-,-,-,"ko00000,ko00001,ko03110",-,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N"
J2S48_RS07565,4898.015458,7131.236173,1548.184385,-2.127132567,-2.202874544,0.341610624,-6.448495426,1.13E-10,1.78E-09,"COG2884@1|root,COG2884@2|Bacteria,2GJE1@201174|Actinobacteria,4F3YD@85017|Promicromonosporaceae",D,ATPases associated with a variety of cellular activities,ftsE,"GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0008144,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030145,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044464,GO:0046872,GO:0046914,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363",-,ko:K09812,"ko02010,map02010",M00256,-,-,"ko00000,ko00001,ko00002,ko02000,ko03036",3.A.1.140,-,-,ABC_tran
J2S48_RS08330,29079.0834,10092.57724,57558.84265,2.42020865,2.511157848,0.38940695,6.448672397,1.13E-10,1.78E-09,"COG0477@1|root,COG0477@2|Bacteria,2GIYR@201174|Actinobacteria,4F56A@85017|Promicromonosporaceae",EGP,Sugar (and other) transporter,-,-,-,-,-,-,-,-,-,-,-,-,Sugar_tr
J2S48_RS09700,1596.408771,2457.691549,304.4846047,-2.891713498,-3.011829973,0.467162371,-6.447073142,1.14E-10,1.78E-09,"COG3266@1|root,COG3266@2|Bacteria,2I39E@201174|Actinobacteria",S,"domain, Protein",-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS20480,4270.393874,1970.813858,7719.763897,1.906183327,1.969097091,0.305436323,6.446833404,1.14E-10,1.78E-09,"COG4243@1|root,COG4243@2|Bacteria,2GMVK@201174|Actinobacteria,4F4F3@85017|Promicromonosporaceae",S,VKc,-,-,-,-,-,-,-,-,-,-,-,-,VKOR
J2S48_RS04535,163226.1481,37913.79983,351194.6704,3.295721131,3.211561879,0.49901729,6.435772748,1.23E-10,1.91E-09,"2E49S@1|root,32Z5G@2|Bacteria,2IHN1@201174|Actinobacteria,4F4U7@85017|Promicromonosporaceae",S,Protein of unknown function (DUF3040),-,-,-,-,-,-,-,-,-,-,-,-,DUF3040
J2S48_RS24885,316.4528812,11.05843651,774.5445483,6.098546083,6.427098928,1.004818997,6.396275295,1.59E-10,2.46E-09,"COG0682@1|root,COG0682@2|Bacteria,2GKSS@201174|Actinobacteria,4F3WT@85017|Promicromonosporaceae",M,Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins,lgt,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0040007,GO:0044425,GO:0044459,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,LGT
J2S48_RS19245,18897.8381,9475.70825,33031.03288,1.7437436,1.801700959,0.282545358,6.376678675,1.81E-10,2.78E-09,"COG2971@1|root,COG2971@2|Bacteria,2GKBF@201174|Actinobacteria,4F5IP@85017|Promicromonosporaceae",G,BadF/BadG/BcrA/BcrD ATPase family,-,-,-,-,-,-,-,-,-,-,-,-,BcrAD_BadFG
J2S48_RS14590,7163.622319,3578.778687,12540.88777,1.754331887,1.809883796,0.284288583,6.366361175,1.94E-10,2.96E-09,"COG0834@1|root,COG0834@2|Bacteria,2I3WP@201174|Actinobacteria,4F3JC@85017|Promicromonosporaceae",ET,Belongs to the bacterial solute-binding protein 3 family,tcyA,-,-,ko:K02424,"ko02010,map02010",M00234,-,-,"ko00000,ko00001,ko00002,ko02000,ko02035","3.A.1.3.10,3.A.1.3.14",-,-,SBP_bac_3
J2S48_RS04855,843.008602,1244.789395,240.3374126,-2.280837316,-2.369889207,0.373253787,-6.349270362,2.16E-10,3.28E-09,"COG2843@1|root,COG2843@2|Bacteria,2GK15@201174|Actinobacteria,4F4AV@85017|Promicromonosporaceae",M,Bacterial capsule synthesis protein PGA_cap,-,-,-,ko:K07282,-,-,-,-,ko00000,-,-,-,PGA_cap
J2S48_RS07370,724.7765108,143.8531294,1596.161583,3.334256551,3.483857412,0.548695488,6.349345839,2.16E-10,3.28E-09,"2BBE7@1|root,324XD@2|Bacteria,2GRRW@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS04585,3770.18604,1905.102949,6567.810677,1.722634798,1.783561505,0.281485118,6.336255067,2.35E-10,3.56E-09,"COG0111@1|root,COG0111@2|Bacteria,2GJGA@201174|Actinobacteria,4F3J7@85017|Promicromonosporaceae",C,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",serA,-,"1.1.1.399,1.1.1.95",ko:K00058,"ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230",M00020,R01513,RC00031,"ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"2-Hacid_dh,2-Hacid_dh_C"
J2S48_RS08825,2351.673241,3653.134294,399.4816608,-3.053177208,-3.193590382,0.505436139,-6.31848444,2.64E-10,3.97E-09,"COG2423@1|root,COG2423@2|Bacteria,2GJ0U@201174|Actinobacteria,4F3PS@85017|Promicromonosporaceae",E,Ornithine cyclodeaminase/mu-crystallin family,arcB,-,"4.3.1.12,4.3.1.28","ko:K01750,ko:K20500","ko00330,ko01110,ko01130,ko01230,map00330,map01110,map01130,map01230",-,R00671,RC00354,"ko00000,ko00001,ko01000",-,-,-,OCD_Mu_crystall
J2S48_RS00495,4076.060378,802.8624911,8985.857209,3.334578293,3.488385233,0.552802987,6.310358871,2.78E-10,4.17E-09,,,,,,,,,,,,,,,,
J2S48_RS08750,2741.676872,4261.737868,461.5853782,-3.066738173,-3.207604308,0.508359932,-6.309711109,2.80E-10,4.17E-09,"COG1403@1|root,COG1403@2|Bacteria,2I9AH@201174|Actinobacteria,4F5E4@85017|Promicromonosporaceae",V,HNH endonuclease,-,-,-,-,-,-,-,-,-,-,-,-,"DUF222,HNH"
J2S48_RS12575,6663.424922,981.6394814,15186.10308,3.768349458,3.948046731,0.62602131,6.306569231,2.85E-10,4.22E-09,"COG5620@1|root,COG5620@2|Bacteria,2GS1C@201174|Actinobacteria,4F4S8@85017|Promicromonosporaceae",S,"Psort location Cytoplasmic, score",-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS16650,10984.05073,16229.94533,3115.208827,-2.289832747,-2.381031329,0.377531379,-6.306843514,2.85E-10,4.22E-09,"COG2959@1|root,COG2959@2|Bacteria,2I2HI@201174|Actinobacteria,4F34Y@85017|Promicromonosporaceae",H,Protein of unknown function (DUF4012),-,-,-,-,-,-,-,-,-,-,-,-,DUF4012
J2S48_RS03890,5790.152681,8098.202185,2328.078427,-1.741039286,-1.79796056,0.285273388,-6.302587742,2.93E-10,4.31E-09,,,,,,,,,,,,,,,,
J2S48_RS17260,2737.268152,489.7634847,6108.525152,3.491150277,3.652812944,0.579715655,6.301042435,2.96E-10,4.33E-09,"COG3583@1|root,COG3583@2|Bacteria,2I2GH@201174|Actinobacteria,4F495@85017|Promicromonosporaceae",S,G5,-,-,-,ko:K21688,-,-,-,-,ko00000,-,-,-,"DUF348,G5,SLT"
J2S48_RS01250,2422.525604,1258.442144,4168.650793,1.678930001,1.730753728,0.275052131,6.292457076,3.12E-10,4.56E-09,"COG1609@1|root,COG1609@2|Bacteria",K,purine nucleotide biosynthetic process,-,-,-,-,-,-,-,-,-,-,-,-,"GntR,Peripla_BP_3"
J2S48_RS09845,1249.266107,410.0772679,2508.049366,2.496819937,2.601327673,0.413913944,6.284706544,3.28E-10,4.77E-09,"COG1086@1|root,COG2148@1|root,COG1086@2|Bacteria,COG2148@2|Bacteria,2GK0M@201174|Actinobacteria,4F58F@85017|Promicromonosporaceae",M,Bacterial sugar transferase,-,-,-,-,-,-,-,-,-,-,-,-,"Bac_transf,CoA_binding_3"
J2S48_RS11935,2163.843989,3248.794857,536.4176873,-2.49359718,-2.599916921,0.414410447,-6.27377263,3.52E-10,5.10E-09,"COG0524@1|root,COG0524@2|Bacteria,2I0JU@201174|Actinobacteria,4F3ZQ@85017|Promicromonosporaceae",G,pfkB family carbohydrate kinase,-,-,2.7.1.45,ko:K00874,"ko00030,ko01100,ko01120,ko01200,map00030,map01100,map01120,map01200","M00061,M00308,M00631",R01541,"RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,-,PfkB
J2S48_RS21725,84.15476555,0,210.3869139,10.6610685,9.574868589,1.528600292,6.263814445,3.76E-10,5.41E-09,,,,,,,,,,,,,,,,
J2S48_RS12545,7578.314869,11285.72701,2017.19666,-2.38723191,-2.483548149,0.3966975,-6.260559119,3.84E-10,5.50E-09,"COG0557@1|root,COG0557@2|Bacteria,2GNSM@201174|Actinobacteria,4F3GI@85017|Promicromonosporaceae",K,RNB,rnr,-,-,ko:K12573,"ko03018,map03018",-,-,-,"ko00000,ko00001,ko01000,ko03016,ko03019",-,-,-,"RNB,S1"
J2S48_RS10145,5253.149676,2093.541842,9992.561426,2.172599667,2.254356267,0.360906296,6.246375561,4.20E-10,6.00E-09,"COG0386@1|root,COG0386@2|Bacteria,2IFJH@201174|Actinobacteria,4F4HC@85017|Promicromonosporaceae",O,Glutathione peroxidase,gpx,-,1.11.1.9,ko:K00432,"ko00480,ko00590,ko04918,map00480,map00590,map04918",-,"R00274,R07034,R07035","RC00011,RC00982","ko00000,ko00001,ko01000",-,-,-,GSHPx
J2S48_RS13620,993.357207,273.3707299,2073.336923,2.809811463,2.930549983,0.469809405,6.23774227,4.44E-10,6.31E-09,,,,,,,,,,,,,,,,
J2S48_RS20785,1180.254204,1658.984409,462.1588966,-1.784045279,-1.844592271,0.296022912,-6.231248306,4.63E-10,6.55E-09,"COG0075@1|root,COG0075@2|Bacteria,2GM5F@201174|Actinobacteria",E,Aminotransferase,-,-,"2.6.1.112,2.6.1.44,2.6.1.45,2.6.1.51","ko:K00830,ko:K00839","ko00230,ko00250,ko00260,ko00630,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko04146,map00230,map00250,map00260,map00630,map00680,map01100,map01110,map01120,map01130,map01200,map04146","M00346,M00532","R00369,R00372,R00585,R00588,R10908","RC00006,RC00008,RC00018,RC03305","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_5
J2S48_RS21860,6703.127524,9428.648953,2614.845381,-1.785431705,-1.84996174,0.29694205,-6.23004301,4.66E-10,6.58E-09,"COG0515@1|root,COG0515@2|Bacteria,2HXYA@201174|Actinobacteria,4F4YW@85017|Promicromonosporaceae",KLT,serine threonine protein kinase,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS24825,163.7419452,269.0251558,5.817129283,-5.251443641,-5.54031345,0.88995119,-6.225412711,4.80E-10,6.75E-09,"COG0107@1|root,COG0107@2|Bacteria,2GIRP@201174|Actinobacteria,4F3VE@85017|Promicromonosporaceae",E,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit",hisF,"GO:0000107,GO:0003674,GO:0003824,GO:0008150,GO:0016740,GO:0016757,GO:0016763,GO:0040007",4.1.3.27,"ko:K01657,ko:K02500","ko00340,ko00400,ko00405,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00340,map00400,map00405,map01100,map01110,map01130,map01230,map02024,map02025","M00023,M00026","R00985,R00986,R04558","RC00010,RC01190,RC01943,RC02148,RC02414","ko00000,ko00001,ko00002,ko01000",-,-,-,His_biosynth
J2S48_RS01850,1029.62227,360.6656965,2033.05713,2.402298331,2.49903955,0.401814683,6.219383354,4.99E-10,6.98E-09,"COG1309@1|root,COG1309@2|Bacteria,2IEP0@201174|Actinobacteria",K,transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
J2S48_RS24975,4796.180067,2354.70315,8458.395443,1.786081165,1.845367938,0.297192455,6.209336432,5.32E-10,7.41E-09,"COG2124@1|root,COG2124@2|Bacteria,2GJKV@201174|Actinobacteria",Q,Belongs to the cytochrome P450 family,-,-,-,-,-,-,-,-,-,-,-,-,p450
J2S48_RS02795,13968.00128,21129.34225,3225.98982,-2.596428007,-2.71126951,0.437409046,-6.198476077,5.70E-10,7.88E-09,"COG5637@1|root,COG5637@2|Bacteria,2GMK7@201174|Actinobacteria,4F4KU@85017|Promicromonosporaceae",S,Polyketide cyclase / dehydrase and lipid transport,-,-,-,-,-,-,-,-,-,-,-,-,Polyketide_cyc
J2S48_RS04035,4367.908826,941.5309772,9507.475598,3.186967209,3.337437401,0.538388036,6.198944213,5.68E-10,7.88E-09,"COG0277@1|root,COG0277@2|Bacteria,2H3K3@201174|Actinobacteria,4E18A@85010|Pseudonocardiales",C,overlaps another CDS with the same product name,-,-,-,ko:K11472,"ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130",-,R00475,RC00042,"ko00000,ko00001",-,-,-,"FAD-oxidase_C,FAD_binding_4"
J2S48_RS19985,3306.193487,4728.791158,1172.29698,-1.940728227,-2.012850107,0.324971182,-6.193934164,5.87E-10,8.08E-09,"COG1292@1|root,COG1292@2|Bacteria,2GJX0@201174|Actinobacteria,4F34H@85017|Promicromonosporaceae",P,Belongs to the BCCT transporter (TC 2.A.15) family,-,-,-,ko:K05020,-,-,-,-,"ko00000,ko02000","2.A.15.1.1,2.A.15.1.11",-,-,BCCT
J2S48_RS00950,6332.001907,9357.10346,1794.349578,-2.287887945,-2.383045001,0.385359908,-6.183946356,6.25E-10,8.57E-09,"COG0458@1|root,COG0458@2|Bacteria,2GK5N@201174|Actinobacteria,4F3KQ@85017|Promicromonosporaceae",F,"Carbamoyl-phosphate synthetase large chain, oligomerisation domain",carB,-,6.3.5.5,ko:K01955,"ko00240,ko00250,ko01100,map00240,map00250,map01100",M00051,"R00256,R00575,R01395,R10948,R10949","RC00002,RC00010,RC00043,RC02750,RC02798,RC03314","ko00000,ko00001,ko00002,ko01000",-,-,-,"CPSase_L_D2,CPSase_L_D3,MGS"
J2S48_RS04040,928.6614844,106.0182835,2162.626286,4.117501767,4.321698156,0.700706338,6.167631032,6.93E-10,9.46E-09,"COG0277@1|root,COG0277@2|Bacteria,2GKI9@201174|Actinobacteria,4F49R@85017|Promicromonosporaceae",C,"FAD linked oxidases, C-terminal domain",-,-,-,-,-,-,-,-,-,-,-,-,"FAD-oxidase_C,FAD_binding_4"
J2S48_RS04390,8619.510225,3414.14818,16427.55329,2.184417255,2.267348668,0.367872899,6.163402286,7.12E-10,9.68E-09,"COG1734@1|root,COG1734@2|Bacteria,2GJBE@201174|Actinobacteria,4F4GD@85017|Promicromonosporaceae",K,"Transcriptional regulator, TraR DksA family",-,-,-,ko:K06204,"ko02026,map02026",-,-,-,"ko00000,ko00001,ko03000,ko03009,ko03021",-,-,-,zf-dskA_traR
J2S48_RS23975,604.1733892,119.8520531,1330.655393,3.340769032,3.503961164,0.570107843,6.146137455,7.94E-10,1.08E-08,,,,,,,,,,,,,,,,
J2S48_RS13200,16683.65396,6261.716492,32316.56017,2.273982929,2.368399651,0.386188942,6.132748486,8.64E-10,1.17E-08,"29QBK@1|root,30BAT@2|Bacteria,2IH7J@201174|Actinobacteria,4F432@85017|Promicromonosporaceae",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS12425,1369.02211,517.0165313,2647.030477,2.270298202,2.361009326,0.38512149,6.13055721,8.76E-10,1.18E-08,"2DBXI@1|root,2ZBQ3@2|Bacteria,2GJN1@201174|Actinobacteria,4F3I2@85017|Promicromonosporaceae",S,Peptidase M50B-like,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_M50B
J2S48_RS02560,839.8586227,1270.035887,194.5927267,-2.588623315,-2.706725258,0.442583993,-6.115732388,9.61E-10,1.29E-08,"COG1028@1|root,COG1028@2|Bacteria,2GKT2@201174|Actinobacteria,4FMU6@85023|Microbacteriaceae",IQ,KR domain,-,-,1.1.1.100,ko:K00059,"ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671","RC00029,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,"adh_short,adh_short_C2"
J2S48_RS14445,6667.610362,3287.730535,11737.4301,1.772862076,1.835478182,0.30024518,6.113264438,9.76E-10,1.30E-08,"COG0765@1|root,COG0765@2|Bacteria,2GJJ9@201174|Actinobacteria,4F3S2@85017|Promicromonosporaceae",P,Binding-protein-dependent transport system inner membrane component,yecS,-,-,ko:K02029,-,M00236,-,-,"ko00000,ko00002,ko02000",3.A.1.3,-,-,BPD_transp_1
J2S48_RS17320,7482.252333,11662.32567,1212.142332,-3.111198969,-3.266514552,0.536547793,-6.088021595,1.14E-09,1.52E-08,"COG0160@1|root,COG0160@2|Bacteria,2GJNQ@201174|Actinobacteria,4F558@85017|Promicromonosporaceae",E,Aminotransferase class-III,lat,-,2.6.1.36,ko:K03918,"ko01100,map01100",-,R00457,"RC00006,RC00062","ko00000,ko01000,ko01007",-,-,iNJ661.Rv3290c,Aminotran_3
J2S48_RS10950,9591.344581,4619.046768,17049.7913,1.822148178,1.884091477,0.310604042,6.065894908,1.31E-09,1.74E-08,,,,,,,,,,,,,,,,
J2S48_RS11940,850.2067128,1346.68614,105.4875724,-3.489854513,-3.675178802,0.606382941,-6.060821557,1.35E-09,1.78E-08,"COG0800@1|root,COG0800@2|Bacteria,2GNC0@201174|Actinobacteria,4F4D6@85017|Promicromonosporaceae",G,KDPG and KHG aldolase,eda,-,"4.1.2.14,4.1.3.42",ko:K01625,"ko00030,ko00630,ko01100,ko01120,ko01200,map00030,map00630,map01100,map01120,map01200","M00008,M00061,M00308,M00631","R00470,R05605","RC00307,RC00308,RC00435","ko00000,ko00001,ko00002,ko01000",-,-,-,Aldolase
J2S48_RS20035,99.56742255,165.593151,0.528829935,-7.84981602,-8.301687966,1.372704312,-6.047688414,1.47E-09,1.93E-08,"COG0406@1|root,COG0406@2|Bacteria,2GJYU@201174|Actinobacteria,4F43Z@85017|Promicromonosporaceae",G,Phosphoglycerate mutase family,gpmB,"GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0042578,GO:0044237","3.1.3.85,5.4.2.11","ko:K01834,ko:K22306","ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko05230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map05230","M00001,M00002,M00003",R01518,RC00536,"ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,His_Phos_1
J2S48_RS15935,1893.182065,2593.600504,842.5544048,-1.57174369,-1.622815697,0.269644186,-6.018359676,1.76E-09,2.30E-08,"COG1725@1|root,COG1725@2|Bacteria,2IQKP@201174|Actinobacteria,4F4R8@85017|Promicromonosporaceae",K,"Bacterial regulatory proteins, gntR family",gntR,-,-,-,-,-,-,-,-,-,-,-,GntR
J2S48_RS13405,13207.05237,5221.509757,25185.36629,2.187160957,2.268936743,0.377740034,6.006609152,1.89E-09,2.47E-08,"COG0744@1|root,COG0744@2|Bacteria,2GK21@201174|Actinobacteria,4F3J4@85017|Promicromonosporaceae",M,PFAM glycosyl transferase family 51,pbp5,-,-,-,-,-,-,-,-,-,-,-,"Transgly,Transpeptidase"
J2S48_RS10680,938.7308421,1375.827912,283.0852372,-2.188271227,-2.282332964,0.38143108,-5.983605128,2.18E-09,2.83E-08,"COG0789@1|root,COG0789@2|Bacteria,2GNID@201174|Actinobacteria",K,transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,"MerR,MerR_1"
J2S48_RS11770,1565.68271,2192.374997,625.6442793,-1.748817231,-1.810252011,0.302726935,-5.979818122,2.23E-09,2.89E-08,"COG3401@1|root,COG3401@2|Bacteria,2GMCU@201174|Actinobacteria,4F5ER@85017|Promicromonosporaceae",N,FG-GAP repeat protein,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS11220,537.1402567,128.5000657,1150.100543,3.026848049,3.176430846,0.531444595,5.976974603,2.27E-09,2.93E-08,"COG3940@1|root,COG3940@2|Bacteria,2GJJP@201174|Actinobacteria",G,Belongs to the glycosyl hydrolase 43 family,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_hydro_43,RicinB_lectin_2"
J2S48_RS17635,244.6447397,403.9586232,5.673914412,-5.795205028,-6.153201997,1.030040819,-5.973745779,2.32E-09,2.98E-08,"2AMYP@1|root,31CVU@2|Bacteria,2IHWN@201174|Actinobacteria,4F4MR@85017|Promicromonosporaceae",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS19450,2963.305046,1114.522626,5736.478677,2.266270466,2.361610149,0.395512066,5.971019228,2.36E-09,3.01E-08,"2DTHU@1|root,33KEC@2|Bacteria,2GX3K@201174|Actinobacteria,4F1KU@85016|Cellulomonadaceae",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS18865,15480.06802,4135.177816,32497.40332,2.840254991,2.973173114,0.498099472,5.969034867,2.39E-09,3.04E-08,"2EE3T@1|root,337YD@2|Bacteria,2GPYM@201174|Actinobacteria",S,Protein of unknown function (DUF742),-,-,-,-,-,-,-,-,-,-,-,-,DUF742
J2S48_RS13615,51562.04911,14909.9068,106540.2626,2.709461884,2.837100772,0.475585482,5.965490708,2.44E-09,3.09E-08,"COG2261@1|root,COG2261@2|Bacteria,2GQR5@201174|Actinobacteria,4F52Z@85017|Promicromonosporaceae",S,Transglycosylase associated protein,-,-,-,-,-,-,-,-,-,-,-,-,Transgly_assoc
J2S48_RS10580,5434.688408,2435.364913,9933.67365,1.954024961,2.028251531,0.340330772,5.959647781,2.53E-09,3.20E-08,"COG2030@1|root,COG2030@2|Bacteria,2IFCJ@201174|Actinobacteria,4F4GH@85017|Promicromonosporaceae",I,MaoC like domain,hadB,-,-,-,-,-,-,-,-,-,-,-,MaoC_dehydratas
J2S48_RS14035,6561.022974,9155.554437,2669.225779,-1.716461758,-1.778739895,0.298572524,-5.957480177,2.56E-09,3.23E-08,"COG3266@1|root,COG3266@2|Bacteria,2GKZP@201174|Actinobacteria,4F4HT@85017|Promicromonosporaceae",S,Transmembrane domain of unknown function (DUF3566),-,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0030312,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,DUF3566
J2S48_RS19865,9754.020462,4477.555253,17668.71828,1.90777875,1.980641064,0.332761891,5.952127084,2.65E-09,3.32E-08,"COG1247@1|root,COG1247@2|Bacteria,2GR9D@201174|Actinobacteria,4F1DH@85016|Cellulomonadaceae",M,Acetyltransferase (GNAT) domain,-,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_1
J2S48_RS18640,2364.05675,3284.245522,983.773591,-1.6797024,-1.739687948,0.293136393,-5.934738871,2.94E-09,3.68E-08,"COG3118@1|root,COG3118@2|Bacteria,2GJ7B@201174|Actinobacteria,4F3NA@85017|Promicromonosporaceae",O,Tetratricopeptide repeat,ybbN,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944",-,ko:K05838,-,-,-,-,"ko00000,ko03110",-,-,-,"TPR_19,TPR_20,Thioredoxin"
J2S48_RS21165,1128.623517,1733.37273,221.4996988,-2.824540421,-2.966302708,0.500382397,-5.928071669,3.07E-09,3.82E-08,,,,,,,,,,,,,,,,
J2S48_RS15080,1822.112218,324.818445,4068.052877,3.462603667,3.643867681,0.615857602,5.916737362,3.28E-09,4.08E-08,"COG2303@1|root,COG2303@2|Bacteria,2GJ3J@201174|Actinobacteria,4F3HF@85017|Promicromonosporaceae",E,GMC oxidoreductase,-,-,1.1.3.6,ko:K03333,"ko00984,ko01120,map00984,map01120",-,R01459,RC00146,"ko00000,ko00001,ko01000",-,-,-,"FAD_binding_2,GMC_oxred_C,GMC_oxred_N"
J2S48_RS10255,6115.030584,8673.278599,2277.65856,-1.855251157,-1.928292438,0.326009215,-5.914840286,3.32E-09,4.11E-08,"2E6NT@1|root,33198@2|Bacteria,2IFTP@201174|Actinobacteria,4F4VF@85017|Promicromonosporaceae",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS00595,1064.703204,298.9046355,2213.401057,2.761198419,2.893121377,0.489249368,5.913388075,3.35E-09,4.13E-08,,,,,,,,,,,,,,,,
J2S48_RS19775,14386.38446,8624.893632,23028.62071,1.377362436,1.41656276,0.23990812,5.904605312,3.53E-09,4.34E-08,"COG0766@1|root,COG0766@2|Bacteria,2GJPW@201174|Actinobacteria,4F3D4@85017|Promicromonosporaceae",M,Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine,murA,-,2.5.1.7,ko:K00790,"ko00520,ko00550,ko01100,map00520,map00550,map01100",-,R00660,RC00350,"ko00000,ko00001,ko01000,ko01011",-,-,-,EPSP_synthase
