geneID,baseMean,mean_broth,mean_plate,log2FC_shrunk,log2FoldChange,lfcSE,stat,pvalue,padj,eggNOG_OGs,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
J2S48_RS10000,73861.76933,115440.406,11493.8143,-3.14868437,-3.328186537,0.578230381,-5.755814025,8.62E-09,9.46E-08,,,,,,,,,,,,,,,,
J2S48_RS13040,2397.156317,3440.135106,832.6881338,-1.963354875,-2.047087518,0.355824968,-5.753074414,8.76E-09,9.59E-08,"COG0407@1|root,COG0407@2|Bacteria,2GMY6@201174|Actinobacteria,4F3DP@85017|Promicromonosporaceae",H,Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III,hemE,"GO:0003674,GO:0003824,GO:0004853,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",4.1.1.37,ko:K01599,"ko00860,ko01100,ko01110,map00860,map01100,map01110",M00121,"R03197,R04972",RC00872,"ko00000,ko00001,ko00002,ko01000",-,-,-,URO-D
J2S48_RS21150,3435.400396,5291.107028,651.8404484,-2.868947839,-3.021337807,0.525343609,-5.751165055,8.86E-09,9.66E-08,"COG0655@1|root,COG0655@2|Bacteria,2GKTM@201174|Actinobacteria,4F56P@85017|Promicromonosporaceae",S,NADPH-dependent FMN reductase,-,-,-,-,-,-,-,-,-,-,-,-,FMN_red
J2S48_RS09375,4472.270423,6022.678466,2146.658357,-1.445979295,-1.488615697,0.258886499,-5.750070786,8.92E-09,9.70E-08,"COG0210@1|root,COG2887@1|root,COG0210@2|Bacteria,COG2887@2|Bacteria,2GJD0@201174|Actinobacteria,4F3NY@85017|Promicromonosporaceae",L,UvrD/REP helicase N-terminal domain,-,-,-,-,-,-,-,-,-,-,-,-,"AAA_19,PDDEXK_1,UvrD-helicase,UvrD_C"
J2S48_RS02765,1020.750108,1556.570205,217.0199617,-2.69721469,-2.841906557,0.494918091,-5.742175546,9.35E-09,1.01E-07,"COG1653@1|root,COG1653@2|Bacteria,2I6SJ@201174|Actinobacteria,4F55N@85017|Promicromonosporaceae",G,Bacterial extracellular solute-binding protein,-,-,-,ko:K02027,-,M00207,-,-,"ko00000,ko00002,ko02000",3.A.1.1,-,-,"SBP_bac_1,SBP_bac_8"
J2S48_RS09640,10096.72001,14266.90739,3841.438945,-1.821696834,-1.89259924,0.329707137,-5.740243475,9.45E-09,1.01E-07,"COG0138@1|root,COG0138@2|Bacteria,2GJWU@201174|Actinobacteria,4F4A6@85017|Promicromonosporaceae",F,AICARFT/IMPCHase bienzyme,purH,"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944","2.1.2.3,3.5.4.10",ko:K00602,"ko00230,ko00670,ko01100,ko01110,ko01130,ko01523,map00230,map00670,map01100,map01110,map01130,map01523",M00048,"R01127,R04560","RC00026,RC00263,RC00456","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"AICARFT_IMPCHas,MGS"
J2S48_RS13390,32742.98706,48015.46494,9834.270245,-2.196089002,-2.287736626,0.400873269,-5.706882453,1.15E-08,1.22E-07,"COG0629@1|root,COG0629@2|Bacteria,2GMM3@201174|Actinobacteria,4F3C8@85017|Promicromonosporaceae",L,Single-strand binding protein family,ssb,-,-,ko:K03111,"ko03030,ko03430,ko03440,map03030,map03430,map03440",-,-,-,"ko00000,ko00001,ko03029,ko03032,ko03400",-,-,-,SSB
J2S48_RS07180,1401.094382,2025.978,463.7689567,-2.036172403,-2.1293986,0.373942615,-5.694452873,1.24E-08,1.31E-07,"COG0189@1|root,COG0189@2|Bacteria,2HI2Z@201174|Actinobacteria,4F43R@85017|Promicromonosporaceae",HJ,ligase activity,-,-,-,-,-,-,-,-,-,-,-,-,GSH-S_ATP
J2S48_RS16600,4924.307404,7080.136727,1690.563419,-1.978194021,-2.065466678,0.362897434,-5.69159902,1.26E-08,1.33E-07,"COG1512@1|root,COG1512@2|Bacteria,2GMGW@201174|Actinobacteria,4F3UM@85017|Promicromonosporaceae",S,TPM domain,-,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0030312,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,TPM_phosphatase
J2S48_RS22805,1339.579577,2008.365743,336.4003273,-2.44841765,-2.575092658,0.454326774,-5.667930671,1.45E-08,1.52E-07,"COG3424@1|root,COG3424@2|Bacteria,2GV0U@201174|Actinobacteria,4F4K7@85017|Promicromonosporaceae",Q,"Chalcone and stilbene synthases, C-terminal domain",-,-,-,ko:K16167,-,-,-,-,"ko00000,ko01008",-,-,-,"Chal_sti_synt_C,Chal_sti_synt_N"
J2S48_RS18325,476.2010326,724.8675729,103.2012223,-2.664754743,-2.81369283,0.501416051,-5.611493342,2.01E-08,2.09E-07,"COG0216@1|root,COG0216@2|Bacteria,2GJWG@201174|Actinobacteria,4F462@85017|Promicromonosporaceae",J,Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA,prfA,"GO:0008150,GO:0040007",-,ko:K02835,-,-,-,-,"ko00000,ko03012",-,-,-,"PCRF,RF-1"
J2S48_RS07450,1489.444097,2108.373432,561.0500944,-1.827619104,-1.908408004,0.34174025,-5.584381714,2.35E-08,2.43E-07,"COG0363@1|root,COG0363@2|Bacteria,2GK7F@201174|Actinobacteria,4F46T@85017|Promicromonosporaceae",G,Catalyzes the reversible isomerization-deamination of glucosamine 6-phosphate (GlcN6P) to form fructose 6-phosphate (Fru6P) and ammonium ion,nagB,-,3.5.99.6,"ko:K02564,ko:K02804","ko00520,ko01100,ko02060,map00520,map01100,map02060",M00267,"R00765,R05199","RC00017,RC00163,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.1.1.15,4.A.1.1.2,4.A.1.1.5,4.A.1.1.7",-,-,Glucosamine_iso
J2S48_RS01400,693.8403895,1075.434513,121.4492037,-2.970722931,-3.149073796,0.565886492,-5.564850623,2.62E-08,2.71E-07,,,,,,,,,,,,,,,,
J2S48_RS02800,478.3258788,722.3246879,112.3276651,-2.544765734,-2.685702995,0.483462131,-5.555146562,2.77E-08,2.83E-07,"COG0262@1|root,COG0262@2|Bacteria,2GJJD@201174|Actinobacteria",H,bifunctional deaminase-reductase domain protein,-,-,-,-,-,-,-,-,-,-,-,-,RibD_C
J2S48_RS08475,3187.529413,4461.083173,1277.198773,-1.73115087,-1.805311759,0.324975479,-5.555224554,2.77E-08,2.83E-07,"COG2017@1|root,COG2017@2|Bacteria,2GJ0H@201174|Actinobacteria,4F39A@85017|Promicromonosporaceae",G,Aldose 1-epimerase,-,-,5.1.3.3,ko:K01785,"ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130",M00632,"R01602,R10619",RC00563,"ko00000,ko00001,ko00002,ko01000",-,-,-,Aldose_epim
J2S48_RS02040,3924.814382,5315.359741,1838.996344,-1.479807334,-1.531468577,0.277129172,-5.526190418,3.27E-08,3.29E-07,"COG1028@1|root,COG1028@2|Bacteria,2GK6C@201174|Actinobacteria,4F3S8@85017|Promicromonosporaceae",IQ,KR domain,fabG,-,1.1.1.100,ko:K00059,"ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671","RC00029,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,adh_short_C2
J2S48_RS20790,1466.459675,2000.270442,665.7435253,-1.528609511,-1.586779542,0.287220211,-5.524609625,3.30E-08,3.31E-07,"COG0624@1|root,COG0624@2|Bacteria,2GJDE@201174|Actinobacteria",E,COG0624 Acetylornithine deacetylase Succinyl-diaminopimelate desuccinylase and related,-,-,3.5.3.9,ko:K02083,"ko00230,ko01120,map00230,map01120",-,R02423,RC00064,"ko00000,ko00001,ko01000,ko01002",-,-,-,"M20_dimer,Peptidase_M20,Peptidase_M28"
J2S48_RS01385,4410.128608,6666.792906,1025.132162,-2.559014327,-2.701992683,0.489533046,-5.519530717,3.40E-08,3.40E-07,"COG3938@1|root,COG3938@2|Bacteria,2GM47@201174|Actinobacteria",E,Belongs to the proline racemase family,-,"GO:0003674,GO:0003824,GO:0016853,GO:0016854,GO:0016855,GO:0036361,GO:0047580,GO:0047661",5.1.1.4,ko:K01777,"ko00330,ko01100,map00330,map01100",-,R01255,RC00479,"ko00000,ko00001,ko01000",-,-,-,Pro_racemase
J2S48_RS18690,29358.33148,38925.09493,15008.1863,-1.331512279,-1.374894178,0.249173354,-5.517821859,3.43E-08,3.43E-07,"COG0058@1|root,COG0058@2|Bacteria,2GIVZ@201174|Actinobacteria,4F4ZX@85017|Promicromonosporaceae",G,"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties",glgP,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944",2.4.1.1,ko:K00688,"ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931",-,R02111,-,"ko00000,ko00001,ko01000",-,GT35,-,"DUF3417,Phosphorylase"
J2S48_RS23360,993.030578,1481.758419,259.9388167,-2.381904475,-2.512348158,0.455639609,-5.513893232,3.51E-08,3.49E-07,"COG1403@1|root,COG1403@2|Bacteria,2HAHI@201174|Actinobacteria,4F3G4@85017|Promicromonosporaceae",V,Domain of unknown function (DUF222),-,-,-,-,-,-,-,-,-,-,-,-,"DUF222,HNH"
J2S48_RS25105,20038.49972,27097.73008,9449.654198,-1.465953605,-1.520016152,0.275730634,-5.512685083,3.53E-08,3.51E-07,"COG0176@1|root,COG0176@2|Bacteria,2GMF9@201174|Actinobacteria,4F35V@85017|Promicromonosporaceae",H,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,tal,-,2.2.1.2,ko:K00616,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007",R01827,"RC00439,RC00604","ko00000,ko00001,ko00002,ko01000",-,-,-,TAL_FSA
J2S48_RS19700,1105.553498,1586.79588,383.6899257,-1.953460883,-2.047264588,0.372588883,-5.494701212,3.91E-08,3.87E-07,,,,,,,,,,,,,,,,
J2S48_RS15305,1539.082024,2310.664259,381.7086713,-2.460413204,-2.598831501,0.473557298,-5.48789241,4.07E-08,4.01E-07,"COG0665@1|root,COG0723@1|root,COG0665@2|Bacteria,COG0723@2|Bacteria,2GJB4@201174|Actinobacteria,4F5MT@85017|Promicromonosporaceae",CE,Rieske [2Fe-2S] domain,-,-,-,-,-,-,-,-,-,-,-,-,"DAO,Rieske"
J2S48_RS14740,488.281155,734.2670594,119.3022985,-2.474997644,-2.615415622,0.476751011,-5.485915209,4.11E-08,4.03E-07,,,,,,,,,,,,,,,,
J2S48_RS13445,2378.72032,3435.341008,793.7892872,-2.016625847,-2.114278458,0.385773908,-5.480615501,4.24E-08,4.14E-07,"COG0628@1|root,COG0628@2|Bacteria,2GK0H@201174|Actinobacteria,4F492@85017|Promicromonosporaceae",S,AI-2E family transporter,-,-,-,-,-,-,-,-,-,-,-,-,AI-2E_transport
J2S48_RS21110,96.47652108,157.5063233,4.931817678,-4.643486075,-4.978562933,0.909201804,-5.475751272,4.36E-08,4.25E-07,"COG0524@1|root,COG0524@2|Bacteria,2I04R@201174|Actinobacteria,4F5DA@85017|Promicromonosporaceae",H,"Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5- phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway",rbsK,-,2.7.1.15,ko:K00852,"ko00030,map00030",-,"R01051,R02750","RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,PfkB
J2S48_RS17080,960.7117298,1482.393984,178.1883478,-2.88028903,-3.058220339,0.558942495,-5.471440023,4.46E-08,4.34E-07,"296MG@1|root,2ZTWR@2|Bacteria,2IFR2@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS24895,90.56309781,150.2333898,1.05765987,-6.636018695,-7.139524744,1.308707035,-5.45540335,4.89E-08,4.71E-07,"COG0493@1|root,COG0493@2|Bacteria,2GJ0A@201174|Actinobacteria,4F3Y6@85017|Promicromonosporaceae",C,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster",gltD,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944","1.4.1.13,1.4.1.14",ko:K00266,"ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230",-,"R00093,R00114,R00248","RC00006,RC00010,RC02799","ko00000,ko00001,ko01000",-,-,iNJ661.Rv3858c,"Fer4_20,Pyr_redox_2"
J2S48_RS09915,1318.805682,1946.276929,377.5988107,-2.248010319,-2.367673514,0.43588082,-5.431928644,5.57E-08,5.33E-07,"COG1983@1|root,COG1983@2|Bacteria,2GIVS@201174|Actinobacteria,4F3HC@85017|Promicromonosporaceae",KT,Cell wall-active antibiotics response 4TMS YvqF,pspC,-,-,-,-,-,-,-,-,-,-,-,"DUF2154,PspC"
J2S48_RS24485,3139.575587,4830.590398,603.0533701,-2.82285052,-3.00072889,0.554185326,-5.414666805,6.14E-08,5.85E-07,"2DNW5@1|root,32ZGI@2|Bacteria,2IQ5T@201174|Actinobacteria,4F4WQ@85017|Promicromonosporaceae",S,"Rho termination factor, N-terminal domain",-,-,-,-,-,-,-,-,-,-,-,-,Rho_N
J2S48_RS04960,1295.826598,2021.651528,207.0892019,-3.083985426,-3.286788551,0.609045697,-5.396620597,6.79E-08,6.46E-07,,,,,,,,,,,,,,,,
J2S48_RS26215,2920.819502,3854.688185,1520.016478,-1.299182643,-1.342392472,0.249169319,-5.387470966,7.15E-08,6.77E-07,"COG1063@1|root,COG1063@2|Bacteria,2GISW@201174|Actinobacteria,4F456@85017|Promicromonosporaceae",E,Alcohol dehydrogenase GroES-like domain,-,-,-,-,-,-,-,-,-,-,-,-,"ADH_N,ADH_zinc_N"
J2S48_RS17565,27843.66871,37068.3032,14006.71698,-1.355672544,-1.404135979,0.26089717,-5.381951748,7.37E-08,6.95E-07,"COG1277@1|root,COG1277@2|Bacteria,2GJ2R@201174|Actinobacteria,4F4IZ@85017|Promicromonosporaceae",S,ABC-2 family transporter protein,-,-,-,ko:K01992,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"ABC2_membrane_2,ABC2_membrane_4"
J2S48_RS25960,1074.704659,1592.019472,298.7324396,-2.283567318,-2.413163595,0.449738427,-5.365704709,8.06E-08,7.58E-07,"COG0451@1|root,COG0451@2|Bacteria,2HFVX@201174|Actinobacteria,4F55P@85017|Promicromonosporaceae",GM,ADP-glyceromanno-heptose 6-epimerase activity,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS20585,1557.188702,2201.190473,591.1860444,-1.808261655,-1.894846284,0.353480088,-5.360546031,8.30E-08,7.78E-07,"COG1253@1|root,COG1253@2|Bacteria,2GKN5@201174|Actinobacteria,4F486@85017|Promicromonosporaceae",S,Transporter associated domain,-,-,-,-,-,-,-,-,-,-,-,-,"CBS,CorC_HlyC,DUF21"
J2S48_RS21500,10895.45454,16712.27091,2170.229993,-2.767915029,-2.944711202,0.551160212,-5.342749966,9.15E-08,8.56E-07,"COG0702@1|root,COG0702@2|Bacteria,2GIZA@201174|Actinobacteria,4DPF9@85009|Propionibacteriales",GM,NmrA-like family,-,-,-,-,-,-,-,-,-,-,-,-,"DUF2867,NAD_binding_10"
J2S48_RS04720,142.4974478,227.5287777,14.95045305,-3.673628823,-3.937541665,0.737610858,-5.338237124,9.39E-08,8.75E-07,,,,,,,,,,,,,,,,
J2S48_RS21240,6951.070389,10090.25503,2242.29342,-2.058958322,-2.169319346,0.407731869,-5.320455699,1.04E-07,9.60E-07,"COG1090@1|root,COG4276@1|root,COG1090@2|Bacteria,COG4276@2|Bacteria,2GJS0@201174|Actinobacteria,4DYE7@85010|Pseudonocardiales",S,NAD- dependent epimerase dehydratase,-,-,-,ko:K07071,-,-,-,-,ko00000,-,-,-,"DUF1731,Epimerase"
J2S48_RS24120,1538.123563,2375.06544,282.7107483,-2.880098115,-3.071230822,0.577439462,-5.318706158,1.05E-07,9.67E-07,"COG0057@1|root,COG0057@2|Bacteria,2GJK4@201174|Actinobacteria,4F3M1@85017|Promicromonosporaceae",C,Belongs to the glyceraldehyde-3-phosphate dehydrogenase family,gap2,-,1.2.1.12,ko:K00134,"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010","M00001,M00002,M00003,M00165,M00166,M00308,M00552",R01061,RC00149,"ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,"Gp_dh_C,Gp_dh_N"
J2S48_RS22815,487.7673167,744.5816166,102.5458668,-2.684036483,-2.854444023,0.537433357,-5.311252062,1.09E-07,1.00E-06,,,,,,,,,,,,,,,,
J2S48_RS25710,2716.848483,4237.145333,436.4032065,-3.074082602,-3.278244163,0.617330653,-5.310353777,1.09E-07,1.01E-06,"COG1361@1|root,COG1361@2|Bacteria,2GJZ7@201174|Actinobacteria",M,Conserved repeat domain,-,-,-,-,-,-,-,-,-,-,-,-,DUF11
J2S48_RS19945,1796.971776,2758.212071,355.1113321,-2.776132014,-2.9578092,0.559103184,-5.290274292,1.22E-07,1.12E-06,"COG1294@1|root,COG1294@2|Bacteria,2GMFV@201174|Actinobacteria,4F44R@85017|Promicromonosporaceae",C,Cytochrome bd terminal oxidase subunit II,cydB,-,1.10.3.14,ko:K00426,"ko00190,ko01100,ko02020,map00190,map01100,map02020",M00153,R11325,RC00061,"ko00000,ko00001,ko00002,ko01000",3.D.4.3,-,-,Cyt_bd_oxida_II
J2S48_RS18570,981.2390026,1470.696806,247.0522976,-2.423367681,-2.572261841,0.489211528,-5.257974707,1.46E-07,1.32E-06,"arCOG04511@1|root,329Z6@2|Bacteria,2GYB3@201174|Actinobacteria",S,Fe2+ transport protein,-,-,-,-,-,-,-,-,-,-,-,-,Iron_transport
J2S48_RS00810,2120.784138,3141.57342,589.6002135,-2.279059989,-2.414831248,0.459599913,-5.254203014,1.49E-07,1.34E-06,"COG0513@1|root,COG0513@2|Bacteria,2GIUR@201174|Actinobacteria,4F3GK@85017|Promicromonosporaceae",L,helicase superfamily c-terminal domain,deaD,"GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030312,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070035,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:1901360",3.6.4.13,"ko:K05592,ko:K11927","ko03018,map03018",-,-,-,"ko00000,ko00001,ko01000,ko03009,ko03019",-,-,-,"DEAD,DbpA,Helicase_C"
J2S48_RS24070,8894.630226,12682.74699,3212.455085,-1.883930003,-1.981444025,0.378180349,-5.239415608,1.61E-07,1.44E-06,"COG1523@1|root,COG1523@2|Bacteria,2GJ00@201174|Actinobacteria,4F3Z4@85017|Promicromonosporaceae",G,Carbohydrate-binding module 48 (Isoamylase N-terminal domain),glgX,-,3.2.1.68,ko:K01214,"ko00500,ko01100,ko01110,map00500,map01100,map01110",M00565,"R09995,R11261",-,"ko00000,ko00001,ko00002,ko01000",-,"CBM48,GH13",-,"Alpha-amylase,CBM_48"
J2S48_RS15045,4070.691906,5723.019581,1592.200392,-1.761728925,-1.845201742,0.352986588,-5.227399019,1.72E-07,1.52E-06,"291ZT@1|root,2ZPJ4@2|Bacteria,2GR7R@201174|Actinobacteria,4F4CG@85017|Promicromonosporaceae",S,Protein of unknown function (DUF2587),bpa,"GO:0000502,GO:0003674,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005886,GO:0008150,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010604,GO:0016020,GO:0016043,GO:0019222,GO:0022607,GO:0022624,GO:0030162,GO:0030312,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0032268,GO:0032270,GO:0032991,GO:0042176,GO:0043933,GO:0044085,GO:0044424,GO:0044464,GO:0044877,GO:0045732,GO:0045862,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051259,GO:0051260,GO:0060255,GO:0061136,GO:0065003,GO:0065007,GO:0070628,GO:0071840,GO:0071944,GO:0080090,GO:1901800,GO:1902494,GO:1903050,GO:1903052,GO:1903362,GO:1903364,GO:1905368,GO:1905369",-,-,-,-,-,-,-,-,-,-,DUF2587
J2S48_RS16785,8074.843748,10840.39472,3926.517286,-1.407422459,-1.465036383,0.280428259,-5.224282268,1.75E-07,1.55E-06,"COG4992@1|root,COG4992@2|Bacteria,2GK0J@201174|Actinobacteria,4F569@85017|Promicromonosporaceae",E,Aminotransferase class-III,rocD,-,2.6.1.13,ko:K00819,"ko00330,ko01100,ko01110,ko01130,map00330,map01100,map01110,map01130",-,R00667,"RC00006,RC00062","ko00000,ko00001,ko01000,ko01007",-,-,-,Aminotran_3
J2S48_RS20950,3060.065695,4449.93215,975.2660139,-2.073816879,-2.188614635,0.419041771,-5.222903272,1.76E-07,1.55E-06,"COG2235@1|root,COG2235@2|Bacteria,2GJTR@201174|Actinobacteria,4F599@85017|Promicromonosporaceae",E,Amidinotransferase,arcA,-,3.5.3.6,ko:K01478,"ko00220,ko01100,ko01110,ko01130,map00220,map01100,map01110,map01130",-,R00552,RC00177,"ko00000,ko00001,ko01000",-,-,-,Amidinotransf
J2S48_RS23945,11812.49127,15297.60081,6584.826966,-1.179364722,-1.216145733,0.233176854,-5.215550828,1.83E-07,1.60E-06,"COG1154@1|root,COG1154@2|Bacteria,2GMFA@201174|Actinobacteria,4F36H@85017|Promicromonosporaceae",H,Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D-xylulose-5-phosphate (DXP),dxs,-,2.2.1.7,ko:K01662,"ko00730,ko00900,ko01100,ko01110,ko01130,map00730,map00900,map01100,map01110,map01130",M00096,R05636,RC00032,"ko00000,ko00001,ko00002,ko01000",-,-,-,"DXP_synthase_N,Transket_pyr,Transketolase_C"
J2S48_RS17930,7083.868686,10415.00696,2087.161274,-2.18786513,-2.31840852,0.445497342,-5.204090574,1.95E-07,1.70E-06,"COG1216@1|root,COG1216@2|Bacteria,2GIUN@201174|Actinobacteria,4F4ZA@85017|Promicromonosporaceae",S,PFAM Glycosyl transferase family 2,-,-,-,-,-,-,-,-,-,-,-,-,Glyco_tranf_2_3
J2S48_RS21660,407.8234597,586.4506753,139.8826364,-1.956820851,-2.062946837,0.39642961,-5.203816225,1.95E-07,1.70E-06,,,,,,,,,,,,,,,,
J2S48_RS00845,1896.954221,2939.879855,332.5657702,-2.936973391,-3.143376113,0.604345641,-5.201288632,1.98E-07,1.71E-06,"COG0307@1|root,COG0307@2|Bacteria,2GKC5@201174|Actinobacteria,4F4CA@85017|Promicromonosporaceae",H,Lumazine binding domain,ribE,"GO:0003674,GO:0003824,GO:0004746,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006766,GO:0006767,GO:0006771,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009231,GO:0009987,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0034641,GO:0042364,GO:0042726,GO:0042727,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.5.1.9,ko:K00793,"ko00740,ko01100,ko01110,map00740,map01100,map01110",M00125,R00066,"RC00958,RC00960","ko00000,ko00001,ko00002,ko01000",-,-,-,Lum_binding
J2S48_RS05060,4780.182753,6374.22726,2389.115994,-1.36361046,-1.416502631,0.273970122,-5.170281412,2.34E-07,2.01E-06,"COG0195@1|root,COG0195@2|Bacteria,2GJDJ@201174|Actinobacteria,4F3SY@85017|Promicromonosporaceae",K,Participates in both transcription termination and antitermination,nusA,"GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0030312,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0040007,GO:0043244,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141",-,ko:K02600,-,-,-,-,"ko00000,ko03009,ko03021",-,-,-,"KH_5,NusA_N,S1"
J2S48_RS22265,47.46210618,79.1035103,0,-9.709607499,-9.671320398,1.873948284,-5.160932392,2.46E-07,2.11E-06,,,,,,,,,,,,,,,,
J2S48_RS14005,1906.135745,2816.907963,539.9774162,-2.246736543,-2.384592202,0.462135463,-5.159942035,2.47E-07,2.11E-06,"COG3250@1|root,COG3250@2|Bacteria,2GQ79@201174|Actinobacteria",G,"Beta-1,3-glucanase",glcI,-,-,-,-,-,-,-,-,-,-,-,"Glyco_hydro_64,Ricin_B_lectin"
J2S48_RS23370,2283.996572,3124.178564,1023.723584,-1.539259148,-1.607920967,0.31199793,-5.153627038,2.55E-07,2.17E-06,,,,,,,,,,,,,,,,
J2S48_RS14530,120.512257,198.2164317,3.955994877,-5.208939469,-5.656241638,1.098723565,-5.148011583,2.63E-07,2.24E-06,"COG0410@1|root,COG0410@2|Bacteria,2GKSQ@201174|Actinobacteria,4F49H@85017|Promicromonosporaceae",E,ATPases associated with a variety of cellular activities,livF,-,-,ko:K01996,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,ABC_tran
